,Cleaned_Agency_Name,Cleaned_Phone,Cleaned_City,State,Cat1,Cat2,Cat3,formatted_address,Latitude,Longitude
612,"DeKalb County, Prosecutor's Office",(816) 449-2279,Maysville,MO,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","109 W Main St, Maysville, MO 64469, United States",39.8898794,-94.359876
613,"Women Together Foundation, Inc.",(956) 630-4878,McAllen,TX,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","420 N 21st St, McAllen, TX 78501, United States",26.2091052,-98.2410515
614,Domestic Assault / Sexual Assault Services,(308) 345-1612,McCOOK,NE,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","407 W 5th St, McCook, NE 69001, United States",40.2012874,-100.6323294
615,"McCormick Children's Home, Inc.",(864) 391-2931,McCormick,SC,"Child Sexual Abuse,",NA,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House,","200 E Gold St, McCormick, SC 29835, United States",33.9134577,-82.2934585
616,Families in Crisis,(931) 473-6543,McMinnville,TN,"Adult Sexual Assault, Child Sexual Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","101 W Main St, McMinnville, TN 37110, United States",35.6811124,-85.7736729
617,"Women's Services, Inc.",(814) 724-4637,Meadville,PA,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","204 Spring St, Meadville, PA 16335, United States",41.6474357,-80.1516241
618,Community Works,(541) 779-2392,Medford,OR,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Therapy","2594 E Barnett Rd C, Medford, OR 97504, United States",42.3157402,-122.8366905
619,"South Brevard Women's Center, Inc.",(321) 242-3110,Melbourne,FL,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Mental Health Agency,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","1425 Aurora Rd, Melbourne, FL 32935, United States",28.1341391,-80.6435739
620,"South Brevard Women's Center, Inc.",(321) 242-3110,Melbourne,FL,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Mental Health Agency,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","2939 W New Haven Ave, Melbourne, FL 32904, United States",28.0781012,-80.6694081
621,Memphis Leadership Foundation Restore Corps,901-410-3590,Memphis,TN,Human Trafficking,Victim Services Agency,"Assistance in Filing Compensation Claims, Criminal Justice Support Advocacy, Crisis Counseling, Emergency Financial Assistance, Information And Referral , Personal Advocacy, Shelter/Safe House, Telephone Contacts , Transportation","2400 Poplar Ave #318, Memphis, TN 38112, United States",35.1400262,-89.9805304
622,The Bridge to Hope,(715) 235-9074,Menomonie,WI,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","2110 4th Ave NE, Menomonie, WI 54751, United States",44.8842823,-91.9035754
623,AW/ARE Inc,(724) 662-1875,Mercer,PA,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","104 Industrial Dr, Boyertown, PA 19512, United States",40.3302599,-75.6182474
624,Hope Village for Children,(601) 553-8660,Meridian,MS,"Child Sexual Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","2433 23rd Ave, Meridian, MS 39301, United States",32.3841221,-88.7016978
625,Care Lodge,(601) 482-8719,Meridian,MS,"Adult Sexual Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","1627 23rd Ave, Meridian, MS 39301, United States",32.3740976,-88.7016037
626,Child Crisis Center,(480) 834-9424,Mesa,AZ,"Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Group Treatment, Shelter/Safe House, Therapy","604 W 9th St, Mesa, AZ 85201, United States",33.4314558,-111.8442359
627,City of Mesquite,702-346-5244,Mesquite,NV,"Adult Sexual Assault, Adults Molested As Children, Aggravated Battery, Arson, Assault, Child Abduction, Child Physical Abuse, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Economic/Property Crime, Elder Abuse, Fraud, Gang Violence, Hate Crime, Human Trafficking, Identity Theft, Missing Persons, Non-Violent Crimes, Robbery, Stalking, Survivors Of Homicide , Terrorism, Victims With Disabilities, White Collar Crime","Government, Prosecution, Victims Service Centers","Assistance in Filing Compensation Claims, Criminal Justice Support Advocacy, Emergency Financial Assistance, Follow-up Contact, Information And Referral , Personal Advocacy, Safety Plans (DV), Shelter/Safe House, Transportation","Mesquite, NV, USA",36.805531,-114.06719
628,Audrain County Crisis Intervention,(573) 581-3835,Mexico,MO,"Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","103 W Monroe St, Mexico, MO 65265, United States",39.1732453,-91.8827786
629,Miami-Dade Advocate for Victims Program,(305) 514-6099,Miami,FL,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Legal Advocacy, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","150 NW 79th St, Miami, FL 33150, United States",25.846864,-80.1999289
630,Trauma Resolution Center,305-374-9990,Miami,FL,"Adult Sexual Assault, Adults Molested As Children, Aggravated Battery, Assault, Child Abduction, Child Physical Abuse, Child Sexual Abuse, Domestic Violence, Elder Abuse, Gang Violence, Hate Crime, Human Trafficking, Robbery, Stalking, Survivors Of Homicide , Terrorism",Mental Health Agency,"Crisis Counseling, Direct Clinical Services, Therapy","4343 W Flagler St, Coral Gables, FL 33134, United States",25.771843,-80.2665649
631,"COMMUNITY CRISIS CENTER, INC.",(918) 540-2275,MIAMI,OK,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","118 A St SE, Miami, OK 74354, United States",36.8727804,-94.8767237
632,Stepping Stone Shelter for Women,(219) 879-4615,Michigan City,IN,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1005 W 8th St, Michigan City, IN 46360, United States",41.7112259,-86.9108844
633,Tyler County Commission,(304) 758-2102,Middlebourne,WV,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","121 Main St, Middlebourne, WV 26149, United States",39.4921196,-80.9033383
634,WomenSafe,(802) 388-9180,Middlebury,VT,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Middlebury, VT 05753, United States",44.0153371,-73.16734
635,Juniata County Comissioners,(717) 436-7727,Mifflintown,PA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Non-Other,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","26 N Main St, Mifflintown, PA 17059, United States",40.5706459,-77.3973458
636,"Safe Haven of Pike County, Inc.",(570) 296-4410,Milford,PA,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Shelter/Safe House, Telephone Contacts (Information and Referral),","402 Broad St, Milford, PA 18337, United States",41.3240018,-74.8015211
637,Canyon Crisis & Resource Center,(503) 897-2327,Mill City,OR,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","825 NW Santiam Blvd, Mill City, OR 97360, United States",44.7577704,-122.4866483
638,HOLMES COUNTY PROSECUTOR'S VICTIM ASSISTANCE PROGRAM,(330) 674-5695,MILLERSBURG,OH,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","164 E Jackson St, Millersburg, OH 44654, United States",40.5542936,-81.9154976
639,HOLMES COUNTY PROSECUTOR'S VICTIM ASSISTANCE PROGRAM,(330) 674-5695,MILLERSBURG,OH,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","75 E Clinton St #104, Millersburg, OH 44654, United States",40.5549484,-81.916393
640,Community Referral Agency,(715) 825-4414,Milltown,WI,"Adult Sexual Assault, Child Sexual Abuse, Domestic Violence,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Milltown, WI 54858, United States",45.5267022,-92.4781192
641,Milwaukee LGBT Community Center,(414) 271-2656,Milwaukee,WI,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","1110 North Market Street, Second Floor, Milwaukee, WI 53202, United States",43.045105,-87.909423
642,Legal Action of Wisconsin,(414) 278-7777,Milwaukee,WI,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","230 W Wells St UNIT 800, Milwaukee, WI 53203, United States",43.0402924,-87.9140894
643,Children's Service Society of WI-Project Ujima,(414) 292-4006,Milwaukee,WI,"Assault, Child Sexual Abuse, Domestic Violence, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","2850 N Teutonia Ave, Milwaukee, WI 53206, United States",43.0705802,-87.9297438
644,Child Protection Center of Children's Hospital of Wisconsin,(414) 277-8980,Milwaukee,WI,"Child Sexual Abuse,",Hospital,"Assistance in Filing Compensation Claims, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","620 S 76th St #120, Milwaukee, WI 53214, United States",43.025326,-88.0067026
645,Family Support Council of Douglas County,(775) 782-8692,Minden,NV,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","1255 Waterloo Ln # A, Gardnerville, NV 89410, United States",38.9318851,-119.7464722
646,Tubman Family Alliance,(612) 825-3333,Minneapolis,MN,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","3111 1st Ave S, Minneapolis, MN 55408, United States",44.946356,-93.2763867
647,FAMILY CRISIS CENTER (BOTTINEAU),(701) 852-2258,MINOT,ND,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","606 Main St #2, Bottineau, ND 58318, United States",48.8260788,-100.4459621
648,DV CRISIS CENTER - MINOT,(701) 852-2258,MINOT,ND,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence,",Rape Crisis,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","3900 11th Ave SE, Minot, ND 58701, United States",48.2249367,-101.2350657
649,YWCA Missoula,(406) 543-6691,Missoula,MT,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","1130 W Broadway St, Missoula, MT 59802, United States",46.87731,-114.0096033
650,"Missouri City, City of",(281) 403-3871,Missouri City,TX,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Missouri City, TX, USA",29.6185669,-95.5377215
651,MITCHELL AREA SAFEHOUSE,(605) 996-6622,MITCHELL,SD,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","1809 N Wisconsin St, Mitchell, SD 57301, United States",43.7282213,-98.0332425
652,County of Davie,(336) 753-6001,Mocksville,NC,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","Mocksville, NC 27028, USA",35.8940263,-80.5614494
653,"The Alcove, Inc.",(770) 267-9156,Monroe,GA,"Child Sexual Abuse,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Shelter/Safe House, Telephone Contacts (Information and Referral),","2200 Woodlands Dr SE, Smyrna, GA 30080, United States",33.8920492,-84.4924288
654,"The Alcove, Inc.",(770) 267-9156,Monroe,GA,"Child Sexual Abuse,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Shelter/Safe House, Telephone Contacts (Information and Referral),","507 E Church St, Monroe, GA 30655, United States",33.7930305,-83.7071687
655,Walton County,(770) 266-1527,Monroe,GA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Law Enforcement,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","Monroe, GA, USA",33.7948364,-83.713229
656,"The Wellspring Alliance for Families, Inc.",(318) 651-9314,Monroe,LA,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Legal Advocacy, Shelter/Safe House,","1515 Jackson St, Monroe, LA 71202, United States",32.4903603,-92.1099334
657,"Our House, Inc.",(318) 345-5550,Monroe,LA,"Adults Molested as Children, Assault, Child Sexual Abuse, Robbery,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Crisis Hotline Counseling, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","205 Smith Ave, Monroe, LA 71203, United States",32.521196,-92.077674
658,Options,(870) 460-0684,Monticello,AR,"Adult Sexual Assault, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Crisis Counseling, Information and Referral (In person), Shelter/Safe House,","113 W Gaines St, Monticello, AR 71655, United States",33.6288516,-91.791489
659,Vermont Network Against Domestic and Sexual Violence,(802) 223-1302,Montpelier,VT,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Hospital,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","63 Barre St, Montpelier, VT 05602, United States",44.2568276,-72.574747
660,Riverside County Regional Medical Center,951-486-4345,Moreno Valley,CA,"Adult Sexual Assault, Assault, Child Physical Abuse, Child Sexual Abuse, Domestic Violence, Elder Abuse, Victims With Disabilities",Hospital,"Direct Clinical Services, Forensic Examinations, Information And Referral , Personal Advocacy, Safety Plans (DV), Telephone Contacts","26520 Cactus Ave, Moreno Valley, CA 92555, United States",33.9121342,-117.1957233
661,"Options, Inc.",(704) 438-9444,Morganton,NC,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","412 E Meeting St, Morganton, NC 28655, United States",35.7479077,-81.683157
662,Sherman County District Attorney's Office,(541) 565-3434,Moro,OR,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","500 Court St, Moro, OR 97039, United States",45.4871987,-120.731376
663,"CEASE, Inc.",(423) 581-7029,Morristown,TN,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse,",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","307 S Depot St, Rogersville, TN 37857, United States",36.404654,-83.006058
664,Prosecuting Attorneys' Council of Georgia,(770) 282-6300,Morrow,GA,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",NA,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral), Therapy","1590 Adamson Pkwy, Morrow, GA 30260, United States",33.5780148,-84.3383696
665,Alternatives to Violence of the Palouse,(208) 882-2490,Moscow,ID,"Adult Sexual Assault, Adults Molested as Children, Child Sexual Abuse, Domestic Violence, Elder Abuse, Survivors of Homicide Victims",Shelter,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Crisis Hotline Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Group Treatment, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","407 S Washington St #101, Moscow, ID 83843, United States",46.7313665,-117.0003176
666,Burlington County Prosecutor's Office,(609) 265-5048,Mount Holly,NJ,"Adult Sexual Assault, Adults Molested as Children, Assault, Child Sexual Abuse, Domestic Violence, DUI/DWI Crashes, Elder Abuse, Robbery, Survivors of Homicide Victims",Prosecution,"Assistance in Filing Compensation Claims, Criminal Justice Support/Advocacy, Crisis Counseling, Emergency Financial Assistance, Emergency Legal Advocacy, Followup Contact, Information and Referral (In person), Personal Advocacy, Shelter/Safe House, Telephone Contacts (Information and Referral),","50 Rancocas Rd 3rd floor, Mt Holly, NJ 08060, United States",39.9947787,-74.7898892
